Dataset	NexprotID	EnsmbleID	GeneName	uPE1	PE_level	Chr	DB	Ontology	Description	
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0021846	cell proliferation in forebrain
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0021869	forebrain ventricular zone progenitor cell division
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0021904	dorsal/ventral neural tube patterning
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0021936	regulation of cerebellar granule cell precursor proliferation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0021937	cerebellar Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0021940	positive regulation of cerebellar granule cell precursor proliferation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0022010	central nervous system myelination
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0022027	interkinetic nuclear migration
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0022404	molting cycle process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0022405	hair cycle process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0022407	regulation of cell-cell adhesion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0022600	digestive system process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0022603	regulation of anatomical structure morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0022610	biological adhesion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0022612	gland morphogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030029	actin filament-based process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030031	cell projection assembly
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030036	actin cytoskeleton organization
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030048	actin filament-based movement
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030104	water homeostasis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030154	cell differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030155	regulation of cell adhesion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030193	regulation of blood coagulation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030195	negative regulation of blood coagulation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030216	keratinocyte differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030259	lipid glycosylation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030277	maintenance of gastrointestinal epithelium
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030334	regulation of cell migration
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030449	regulation of complement activation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030593	neutrophil chemotaxis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030595	leukocyte chemotaxis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030647	aminoglycoside antibiotic metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030855	epithelial cell differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0030856	regulation of epithelial cell differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0031018	endocrine pancreas development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0031424	keratinization
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0031581	hemidesmosome assembly
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032101	regulation of response to external stimulus
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032147	activation of protein kinase activity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032288	myelin assembly
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032291	axon ensheathment in central nervous system
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032303	regulation of icosanoid secretion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032305	positive regulation of icosanoid secretion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032308	positive regulation of prostaglandin secretion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032309	icosanoid secretion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032318	regulation of GTPase activity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032319	regulation of GTPase activity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032320	positive regulation of GTPase activity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032321	positive regulation of GTPase activity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032368	regulation of lipid transport
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032369	negative regulation of lipid transport
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032370	positive regulation of lipid transport
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032494	response to peptidoglycan
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032495	response to muramyl dipeptide
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032501	multicellular organismal process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032502	developmental process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032604	granulocyte macrophage colony-stimulating factor production
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032616	interleukin-13 production
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032620	interleukin-17 production
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032645	regulation of granulocyte macrophage colony-stimulating factor production
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032656	regulation of interleukin-13 production
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032660	regulation of interleukin-17 production
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032733	positive regulation of interleukin-10 production
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032740	positive regulation of interleukin-17 production
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032753	positive regulation of interleukin-4 production
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032787	monocarboxylic acid metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032846	homeostatic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032874	positive regulation of stress-activated MAPK cascade
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032879	regulation of localization
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032892	positive regulation of organic acid transport
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032956	regulation of actin cytoskeleton organization
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0032970	regulation of actin filament-based process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0033077	T cell differentiation in thymus
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0033079	immature T cell proliferation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0033080	immature T cell proliferation in thymus
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0033081	regulation of T cell differentiation in thymus
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0033083	regulation of immature T cell proliferation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0033084	regulation of immature T cell proliferation in thymus
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0033089	positive regulation of T cell differentiation in thymus
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0033209	tumor necrosis factor-mediated signaling pathway
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0033559	unsaturated fatty acid metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0033630	positive regulation of cell adhesion mediated by integrin
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0033674	positive regulation of kinase activity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0034103	regulation of tissue remodeling
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0034105	positive regulation of tissue remodeling
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0034115	negative regulation of heterotypic cell-cell adhesion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0034123	positive regulation of toll-like receptor signaling pathway
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0034220	ion transmembrane transport
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0034308	primary alcohol metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0034310	primary alcohol catabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0034329	cell junction assembly
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0034330	cell junction organization
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0034331	cell junction maintenance
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0034394	protein localization to cell surface
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0034694	response to prostaglandin
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0034754	cellular hormone metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0034764	positive regulation of transmembrane transport
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0034767	positive regulation of ion transmembrane transport
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0035019	somatic stem cell population maintenance
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0035023	regulation of Rho protein signal transduction
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0035088	establishment or maintenance of apical/basal cell polarity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0035238	vitamin A biosynthetic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0035272	exocrine system development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0000165	MAPK cascade
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001516	prostaglandin biosynthetic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001523	retinoid metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001525	angiogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001568	blood vessel development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001656	metanephros development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001657	ureteric bud development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001660	fever generation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001676	long-chain fatty acid metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001708	cell fate specification
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001738	morphogenesis of a polarized epithelium
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0001780	neutrophil homeostasis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0035725	sodium ion transmembrane transport
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0035970	peptidyl-threonine dephosphorylation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0036149	phosphatidylinositol acyl-chain remodeling
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0036150	phosphatidylserine acyl-chain remodeling
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0036151	phosphatidylcholine acyl-chain remodeling
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0036152	phosphatidylethanolamine acyl-chain remodeling
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0038061	NIK/NF-kappaB signaling
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0038084	vascular endothelial growth factor signaling pathway
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0040011	locomotion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0040012	regulation of locomotion
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042044	fluid transport
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042060	wound healing
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042127	regulation of cell proliferation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042178	xenobiotic catabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042221	response to chemical
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042303	molting cycle
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042330	taxis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042354	L-fucose metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042355	L-fucose catabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042362	fat-soluble vitamin biosynthetic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042475	odontogenesis of dentin-containing tooth
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042476	odontogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042481	regulation of odontogenesis
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042490	mechanoreceptor differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042491	inner ear auditory receptor cell differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042537	benzene-containing compound metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042554	superoxide anion generation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042572	retinol metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042573	retinoic acid metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042574	retinal metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042592	homeostatic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042633	hair cycle
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042634	regulation of hair cycle
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042742	defense response to bacterium
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042886	amide transport
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0042891	antibiotic transport
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0043031	negative regulation of macrophage activation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0043088	regulation of GTPase activity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0043288	apocarotenoid metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0043297	apical junction assembly
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0043379	memory T cell differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0043380	regulation of memory T cell differentiation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0043449	cellular alkene metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0043450	alkene biosynthetic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0043507	positive regulation of JUN kinase activity
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0043583	ear development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0043588	skin development
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0043616	keratinocyte proliferation
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0044255	cellular lipid metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0044331	cell-cell adhesion mediated by cadherin
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0044597	daunorubicin metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0044598	doxorubicin metabolic process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045022	early endosome to late endosome transport
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045103	intermediate filament-based process
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045104	intermediate filament cytoskeleton organization
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045109	intermediate filament organization
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045110	intermediate filament bundle assembly
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045165	cell fate commitment
CCLE	NX_Q5TAA0	ENSG00000006555	TTC22	True	PE1	1	Gene Ontology	GO:0045168	cell-cell signaling involved in cell fate commitment
