Dataset	NexprotID	EnsemblID	GeneName	uPE1	PE_level	Chr	Coexpressed_EnsmbleID	Coexpressed_NextprotID	Coexpressed_GeneName	Coexpressed_gene_type	Coexpressed_Chr	Coexpressed_start	Coexpressed_end	
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000116586	NX_Q9Y2Q5	LAMTOR2	protein_coding	1	156054752	156058510
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000116857	NX_Q9P0T7	TMEM9	protein_coding	1	201134772	201171574
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000117308	NX_Q14376	GALE	protein_coding	1	23795599	23800804
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000117691	NX_Q9UMX5	NENF	protein_coding	1	212432887	212446379
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000118308	NX_Q12912	LRMP	protein_coding	12	25004342	25108334
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000118495	NX_Q9UM63	PLAGL1	protein_coding	6	143940300	144064599
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000119397	NX_Q7Z7A1	CNTRL	protein_coding	9	121074863	121177610
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000122378	NX_Q9BRX8	PRXL2A	protein_coding	10	80407829	80437115
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000122386	NX_O95201	ZNF205	protein_coding	16	3112560	3120517
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000122862	NX_P10124	SRGN	protein_coding	10	69088106	69104811
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000123159	NX_O14908	GIPC1	protein_coding	19	14477760	14496149
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000123329	NX_Q9BRR9	ARHGAP9	protein_coding	12	57472255	57488814
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000123338	NX_P55160	NCKAP1L	protein_coding	12	54497711	54548238
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000123989	NX_Q8IZ52	CHPF	protein_coding	2	219538947	219543787
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000124839	NX_Q9H0T7	RAB17	protein_coding	2	237574322	237601614
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000125534	NX_Q9H3Y8	PPDPF	protein_coding	20	63520724	63522206
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000125648	NX_Q9BV35	SLC25A23	protein_coding	19	6436079	6465203
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000125901	NX_Q9BYN8	MRPS26	protein_coding	20	3045945	3048254
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000125967	NX_Q96P71	NECAB3	protein_coding	20	33657087	33674463
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000125971	NX_Q9NP97	DYNLRB1	protein_coding	20	34516409	34540958
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000126062	NX_Q12893	TMEM115	protein_coding	3	50354749	50359610
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000126070	NX_Q9H9G7	AGO3	protein_coding	1	35930718	36072500
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000126247	NX_P04632	CAPNS1	protein_coding	19	36139575	36150353
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000127314	NX_P61224	RAP1B	protein_coding	12	68610839	68671901
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000127884	NX_P30084	ECHS1	protein_coding	10	133362480	133373689
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000128524	NX_Q16864	ATP6V1F	protein_coding	7	128862826	128865844
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000128581	NX_Q9H7X7	IFT22	protein_coding	7	101313367	101321823
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000129534	NX_Q6P0N0	MIS18BP1	protein_coding	14	45203190	45253540
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000129925	NX_Q9HCN3	TMEM8A	protein_coding	16	370773	387113
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000130202	NX_Q92692	NECTIN2	protein_coding	19	44846175	44889228
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000130513	NX_Q99988	GDF15	protein_coding	19	18374731	18389176
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000130669	NX_O96013	PAK4	protein_coding	19	39125770	39182816
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000130755	NX_O60234	GMFG	protein_coding	19	39328353	39342372
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000131242	NX_Q86YS3	RAB11FIP4	protein_coding	17	31391624	31538217
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000131941	NX_Q8IUC4	RHPN2	protein_coding	19	32978593	33064888
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000132334	NX_P23469	PTPRE	protein_coding	10	127907061	128085855
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000133265	NX_Q9NZL4	HSPBP1	protein_coding	19	55262231	55280381
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000133315	NX_Q9BQ69	MACROD1	protein_coding	11	63998558	64166106
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000133627	NX_Q9P1U1	ACTR3B	protein_coding	7	152759749	152855378
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000133935	NX_Q9UKR5	ERG28	protein_coding	14	75649791	75661189
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000134243	NX_Q99523	SORT1	protein_coding	1	109309568	109397951
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000134516	NX_Q92608	DOCK2	protein_coding	5	169637247	170083382
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000135390	NX_Q06055	ATP5MC2	protein_coding	12	53632726	53677408
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000135655	NX_Q9Y4E8	USP15	protein_coding	12	62260338	62417431
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000137207	NX_Q9GZM5	YIPF3	protein_coding	6	43511827	43516990
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000137274	NX_Q86WA6	BPHL	protein_coding	6	3118374	3153578
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000137312	NX_O75955	FLOT1	protein_coding	6	30727709	30742733
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000138771	NX_Q8TF72	SHROOM3	protein_coding	4	76435100	76783253
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000139218	NX_Q99590	SCAF11	protein_coding	12	45919131	45992120
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000139278	NX_P48060	GLIPR1	protein_coding	12	75480680	75503853
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000139405	NX_Q96K30	RITA1	protein_coding	12	113185526	113192368
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000140299	NX_Q12982	BNIP2	protein_coding	15	59659146	59689534
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000140939	NX_O60936	NOL3	protein_coding	16	67170154	67175735
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000141013	NX_O95995	GAS8	protein_coding	16	90019629	90044975
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000141198	NX_O75674	TOM1L1	protein_coding	17	54899387	54961956
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000141349	NX_Q9BUM1	G6PC3	protein_coding	17	44070735	44076344
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000141570	NX_Q9HC52	CBX8	protein_coding	17	79792132	79801683
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000141741	NX_Q9BRT3	MIEN1	protein_coding	17	39728496	39730787
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000141759	NX_P83876	TXNL4A	protein_coding	18	79970811	80033949
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000143036	NX_Q8N4M1	SLC44A3	protein_coding	1	94820342	94895246
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000143126	NX_Q9HCU4	CELSR2	protein_coding	1	109250019	109275750
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000143222	NX_Q9Y3C8	UFC1	protein_coding	1	161152776	161158856
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000143314	NX_Q96A35	MRPL24	protein_coding	1	156737303	156741590
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000143375	NX_Q9P2M7	CGN	protein_coding	1	151510510	151538692
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000143575	NX_O00165	HAX1	protein_coding	1	154272511	154275875
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000143761	NX_P84077	ARF1	protein_coding	1	228082660	228099212
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000143801	NX_P49810	PSEN2	protein_coding	1	226870184	226896105
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000143842	NX_Q9UN79	SOX13	protein_coding	1	204073115	204127743
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000143862	NX_Q96BM9	ARL8A	protein_coding	1	202133404	202144743
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000145416	NX_Q8TCQ1	MARCH1	protein_coding	4	163524298	164384050
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000146192	NX_Q7Z6J4	FGD2	protein_coding	6	37005646	37029070
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000146950	NX_Q13796	SHROOM2	protein_coding	X	9786456	9949443
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000147251	NX_Q5JSL3	DOCK11	protein_coding	X	118495898	118686163
TCGA	NX_Q9H9R9	ENSG00000003249	DBNDD1	True	PE1	16	ENSG00000147799	NX_Q9C0H5	ARHGAP39	protein_coding	8	144529179	144605816
